task_id,method_id,resolution,precision_class,n_pairs,pose_valid,pose_auc_5,pose_auc_10,pose_auc_20,success_count_5,success_count_10,success_count_20
rubik_vis_vis_reference,matchanything-eloftr,1024,mp,100,96,33.02224751515217,45.258962170875215,55.52586343903088,51,61,70
rubik_vis_vis_reference,orb-cuda,128,native,100,61,0.8079420220810134,0.9039710110405066,0.9519855055202534,1,1,1
rubik_vis_vis_reference,orb-cuda,256,native,100,98,3.1720188398617686,6.407459111761416,9.86558892621719,8,10,15
rubik_vis_vis_reference,orb-cuda,512,native,100,96,2.578661969068979,5.952932228466258,10.841107489687149,6,12,17
rubik_vis_vis_reference,orb-cuda,1024,native,100,97,2.5443494463085923,4.986503813441408,8.539166272661404,5,8,15
rubik_vis_vis_reference,sift-gpu,128,native,100,24,1.9233268596953192,2.96166342984766,5.350290119149398,4,4,10
rubik_vis_vis_reference,sift-gpu,256,native,100,38,3.666989801814445,7.0092110620926364,10.193618124804065,8,11,14
rubik_vis_vis_reference,sift-gpu,512,native,100,80,11.250986551386957,17.31665275750921,25.99237345236474,19,27,36
rubik_vis_vis_reference,sift-gpu,1024,native,100,98,20.21041728365049,27.426089193164326,32.89913963655186,30,36,40
rubik_vis_vis_reference,superpoint-lightglue,128,fp16,100,50,0.9142757650074748,1.9525574197503697,3.356893953018715,1,4,5
rubik_vis_vis_reference,superpoint-lightglue,128,fp32,100,48,1.462186395932547,3.127313001612828,4.92594801456324,4,5,9
rubik_vis_vis_reference,superpoint-lightglue,128,mp,100,50,0.6962719938995683,2.149459630819751,3.8877007171768745,1,4,7
rubik_vis_vis_reference,superpoint-lightglue,256,fp16,100,84,3.9651995872397343,10.335386256805757,16.011614651094792,10,19,23
rubik_vis_vis_reference,superpoint-lightglue,256,fp32,100,82,4.642555205793912,7.600648562501093,13.71532892655071,8,11,25
rubik_vis_vis_reference,superpoint-lightglue,256,mp,100,82,2.7910076044806926,6.561114667725009,12.64812771360528,6,11,22
rubik_vis_vis_reference,superpoint-lightglue,512,fp16,100,97,17.976216869861116,27.497839670472068,38.6785202290257,32,42,54
rubik_vis_vis_reference,superpoint-lightglue,512,fp32,100,99,17.867108218948317,29.022634999651736,40.49249307189157,33,44,55
rubik_vis_vis_reference,superpoint-lightglue,512,mp,100,98,18.63689300016328,30.395192116864926,42.776636938516845,35,47,58
rubik_vis_vis_reference,superpoint-lightglue,1024,fp16,100,96,25.759327814259503,36.94988623007192,48.1126036071527,40,54,63
rubik_vis_vis_reference,superpoint-lightglue,1024,fp32,100,94,27.20141685163856,35.64704547872787,44.44628380875518,39,46,58
rubik_vis_vis_reference,superpoint-lightglue,1024,mp,100,94,28.99310366777347,39.70902263522271,49.23668806288863,44,52,61
rubik_vis_vis_reference,superpoint-superglue,128,fp16,100,85,2.29580987188714,5.992188219784182,12.881977388334931,6,11,23
rubik_vis_vis_reference,superpoint-superglue,128,fp32,100,86,2.5856076334306053,5.740697138300053,12.150504263363478,6,11,22
rubik_vis_vis_reference,superpoint-superglue,128,mp,100,87,1.4995446864528323,4.251577605959255,10.553564697549277,3,9,20
rubik_vis_vis_reference,superpoint-superglue,256,fp16,100,94,7.49073758562374,15.381340682732333,25.769906809502974,15,30,41
rubik_vis_vis_reference,superpoint-superglue,256,fp32,100,94,8.008129434299208,16.28951232037201,27.351367596721545,16,29,42
rubik_vis_vis_reference,superpoint-superglue,256,mp,100,94,8.698306292783395,16.321044678746695,26.85403407561804,18,29,40
